ruta	tipo	key	name_es	keywords_es	aliases_es	name_de	keywords_de	aliases_de	name_en	keywords_en	aliases_en
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado de la transmisión > Retén de la transmisión	element	transmission-gaskets-and-sealing-rings-transmission-oil-seal	Retén de la transmisión	retén de caja de cambios|retén de transmisión|reten de salida de cambio			getriebe simmerring|getriebedichtring|wellendichtring getriebe		Transmission oil seal	gearbox oil seal|transmission oil seal	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado de la transmisión > Retén del eje intermedio	element	transmission-gaskets-and-sealing-rings-intermediate-shaft-seal	Retén del eje intermedio	retén del eje intermedio					Intermediate shaft seal	intermediate shaft seal	
Motor > Juntas y anillos de sellado > Listones de sellado > Junta de ventana	element	sealing-strips-window-seal	Junta de ventana	junta de ventana					Window seal	window seal	
Motor > Juntas y anillos de sellado > Listones de sellado > Retén del cubo de rueda	element	sealing-strips-wheel-hub-seal	Retén del cubo de rueda	retén de buje|retén de maza|reten cubo de rueda			radnabe simmerring|wellendichtring radnabe		Wheel hub seal	wheel hub seal	
Motor > Escape > Componentes del sistema de escape > Silenciador trasero	element	exhaust-system-components-rear-muffler	Silenciador trasero	silenciador trasero|silencioso trasero			endschalldämpfer|nachschalldämpfer		Rear muffler	rear muffler|back box	
Motor > Escape > Componentes del sistema de escape > Silenciador central	element	exhaust-system-components-middle-muffler	Silenciador central	silenciador central|silencioso central			mittelschalldämpfer|mittelschalldämpfer auspuff		Middle muffler	center muffler|middle silencer	
Motor > Escape > Componentes del sistema de escape > Tubo de escape	element	exhaust-system-components-exhaust-pipe	Tubo de escape	tubo de escape|tubos de escape|caño de escape|bajante de escape			auspuffrohr|abgasrohr|auspuffrohre		Exhaust pipe	exhaust pipe|exhaust tube	
Motor > Escape > Componentes del sistema de escape > Silenciador delantero	element	exhaust-system-components-front-muffler	Silenciador delantero	silenciador delantero|silencioso delantero			vorschalldämpfer		Front muffler	front muffler	
Motor > Escape > Componentes del sistema de escape > Soporte de escape	element	exhaust-system-components-exhaust-mount	Soporte de escape	soporte de escape|goma de escape|silentblock de escape|colgador de escape			auspuffhalter|auspuffgummi|gummilager auspuff|halter auspuff		Exhaust mount	exhaust mount|exhaust hanger|exhaust rubber	
Motor > Escape > Componentes del sistema de escape > Junta del escape	element	exhaust-system-components-exhaust-gasket	Junta del escape	junta de escape|junta de tubo de escape|junta de bajante escape			auspuffdichtung|abgasdichtung|dichtung abgasrohr		Exhaust gasket	exhaust gasket	
Motor > Escape > Componentes del sistema de escape > Abrazadera de escape	element	exhaust-system-components-exhaust-clamp	Abrazadera de escape	abrazadera de escape|brida de escape|grapa de escape			auspuffschelle|abgasschelle|rohrschelle auspuff		Exhaust clamp	exhaust clamp	
Motor > Escape > Componentes del sistema de escape > Abrazadera del sistema de escape	element	exhaust-system-components-exhaust-system-clamp	Abrazadera del sistema de escape	abrazadera de escape|brida de escape|grapa de escape			auspuffschelle|abgasschelle|rohrschelle auspuff		Exhaust system clamp	exhaust clamp	
Motor > Escape > Colectores de escape y componentes asociados > Junta del colector de escape	element	exhaust-manifolds-and-related-components-exhaust-manifold-gasket	Junta del colector de escape	junta de colector de escape|junta múltiple de escape|junta de escape colector			auspuffkrümmerdichtung|abgaskrümmerdichtung|krümmerdichtung		Exhaust manifold gasket	exhaust manifold gasket	
Motor > Sistema de combustible > Filtro de combustible y componentes asociados > Filtro de combustible	element	fuel-filter-and-related-components-fuel-filter	Filtro de combustible	filtro de combustible|filtro de gasoil|filtro de gasolina|filtro gasoil|filtro gasolina			kraftstofffilter|dieselfilter|benzinfilter		Fuel filter	fuel filter|diesel filter	
Motor > Sistema de combustible > Componentes del sistema de suministro de combustible > Bomba de combustible	element	fuel-supply-system-components-fuel-pump	Bomba de combustible	bomba de combustible|bomba de gasolina|bomba de gasoil|aforador|bomba nodriza			kraftstoffpumpe|benzinpumpe|förderpumpe		Fuel pump	fuel pump	
Motor > Sistema de combustible > Componentes del sistema de suministro de combustible > Línea de combustible	element	fuel-supply-system-components-fuel-line	Línea de combustible	línea de combustible|tubo de combustible|conducto de combustible|cañería combustible|manguera combustible			kraftstoffleitung|benzinleitung|dieselleitung		Fuel line	fuel line|fuel pipe	
Motor > Sistema de combustible > Componentes del sistema de suministro de combustible > Manguera de retorno de combustible	element	fuel-supply-system-components-fuel-return-hose	Manguera de retorno de combustible	manguera de retorno de combustible|tubo retorno combustible|retorno de inyectores			kraftstoffrücklaufschlauch|rücklaufschlauch kraftstoff		Fuel return hose	fuel return hose	
Motor > Sistema de combustible > Componentes del sistema de suministro de combustible > Kit de reparación de la bomba de combustible	element	fuel-supply-system-components-fuel-pump-repair-kit	Kit de reparación de la bomba de combustible	kit de reparación bomba de combustible|reparacion bomba gasolina			kraftstoffpumpe reparatursatz|reparatursatz kraftstoffpumpe		Fuel pump repair kit	fuel pump repair kit	
Motor > Sistema de combustible > Componentes del sistema de inyección de combustible > Depósito de combustible	element	fuel-injection-system-components-fuel-tank	Depósito de combustible	depósito de combustible|tanque de combustible|depósito de gasolina|depósito de gasoil			kraftstofftank|benzintank|dieseltank		Fuel tank	fuel tank|gas tank|petrol tank	
Motor > Sistema de combustible > Componentes del sistema de inyección de combustible > Inyector de combustible	element	fuel-injection-system-components-fuel-injector	Inyector de combustible	inyector|inyector de combustible|inyector gasolina|inyector diesel|inyector diésel			einspritzdüse|einspritzventil|injektor		Fuel injector	fuel injector|injector	
Motor > Sistema de combustible > Componentes del sistema de inyección de combustible > Junta del inyector de combustible	element	fuel-injection-system-components-fuel-injector-gasket	Junta del inyector de combustible	juntas de inyector|arandelas de inyector|sellos de inyector|juntas cobre inyector			einspritzdüsen dichtung|injektor dichtung|dichtung einspritzdüse		Fuel injector gasket	injector seals|injector washers	
Frenos > frenos > Pinzas de freno y componentes > Kit de reparación de pinza de freno	element	brake-calipers-and-related-parts-brake-caliper-repair-kit	Kit de reparación de pinza de freno	kit de reparación de pinza|kit reparacion pinza freno|reparacion pinza de freno			bremssattel reparatursatz|reparatursatz bremssattel		Brake caliper repair kit	brake caliper repair kit|caliper repair kit	
Sistema eléctrico > Unidades de control, sensores y relés > Componentes del sistema de iluminación y señalización > Interruptor de luces de emergencia	element	lighting-and-signaling-system-components-hazard-light-switch	Interruptor de luces de emergencia	interruptor de emergencia|botón de warning|interruptor de warning|pulsador de emergencia|interruptor luces emergencia			warnblinkschalter|warnblinker schalter		Hazard light switch	hazard switch|hazard warning switch	
Suspensión > Suspensión y brazos de control > Rodamientos y componentes asociados > Rodamiento de rueda	element	wheel-bearings-and-related-components-wheel-bearing	Rodamiento de rueda	rodamiento de rueda|cojinete de rueda|rodamiento de buje|rodamiento de maza			radlager|radlagersatz		Wheel bearing	wheel bearing	
Interior > Interior > Componentes del sistema de iluminación y señalización > Iluminación del maletero	element	lighting-and-signaling-system-components-trunk-lighting	Iluminación del maletero	luz del maletero|luz de maletero|iluminación de maletero			kofferraumbeleuchtung|kofferraumleuchte		Trunk lighting	trunk light|boot light	
Carrocería > Carrocería > Guardabarros y componentes asociados > Revestimiento del paso de rueda	element	fenders-and-related-components-wheel-arch-liner	Revestimiento del paso de rueda						Wheel arch liner		
Carrocería > Carrocería > Componentes del sistema de iluminación y señalización > Faros	element	lighting-and-signaling-system-components-headlights	Faros						Headlights		
Aceites y líquidos > Aceites y líquidos > Aceites y líquidos > Aceite de transmisión y caja de transferencia	element	oils-and-fluids-transmission-and-transfer-case-oil	Aceite de transmisión y caja de transferencia						Transmission and transfer case oil		
Motor > Filtros > Componentes del motor > Junta del alojamiento del filtro de aceite	element	engine-components-oil-filter-housing-gasket	Junta del alojamiento del filtro de aceite	junta del alojamiento del filtro de aceite					Oil filter housing gasket	oil filter housing gasket	
Motor > Filtros > Componentes de la transmisión > Filtro de aceite para transmisión automática	element	transmission-components-automatic-transmission-oil-filter	Filtro de aceite para transmisión automática	filtro de aceite cambio automático|filtro caja automática|filtro atf			automatikgetriebe ölfilter|getriebeölfilter		Automatic transmission oil filter	automatic transmission oil filter|atf filter	
Motor > Motor > Culatas y sus componentes > Junta de tapa de válvulas	element	cylinder-heads-and-related-components-valve-cover-gasket	Junta de tapa de válvulas	junta de tapa de válvulas|junta tapa de balancines|junta de balancines|junta tapa culata			ventildeckeldichtung|zylinderkopfhaubendichtung		Valve cover gasket	valve cover gasket|rocker cover gasket	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado de culata > Junta de tapa de válvulas	element	cylinder-head-gaskets-and-sealing-rings-valve-cover-gasket	Junta de tapa de válvulas	junta de tapa de válvulas|junta tapa de balancines|junta de balancines|junta tapa culata			ventildeckeldichtung|zylinderkopfhaubendichtung		Valve cover gasket	valve cover gasket|rocker cover gasket	
Motor > Juntas y anillos de sellado > Juntas y anillos de sellado de la transmisión > Junta del cárter de la transmisión automática	element	transmission-gaskets-and-sealing-rings-automatic-transmission-oil-pan-gasket	Junta del cárter de la transmisión automática	junta del cárter de la transmisión automática					Automatic transmission oil pan gasket	automatic transmission oil pan gasket	
Motor > Sistema de combustible > Componentes del sistema de inyección de combustible > Pantalla térmica del sistema de inyección	element	fuel-injection-system-components-heat-shield-for-fuel-injection-system	Pantalla térmica del sistema de inyección	pantalla térmica del sistema de inyección					Heat shield for fuel injection system	heat shield for fuel injection system	
Motor > Sistema de combustible > Componentes del sistema de combustible > Acumulador de presión de combustible	element	fuel-system-components-fuel-pressure-accumulator	Acumulador de presión de combustible	acumulador de presión de combustible|acumulador de combustible|regulador de presión combustible			kraftstoffdruckspeicher|druckspeicher kraftstoff		Fuel pressure accumulator	fuel pressure accumulator	
Motor > Sistema de combustible > Componentes del sistema de admisión > Cable Bowden	element	intake-system-components-bowden-cable	Cable Bowden	cable bowden					Bowden cable	bowden cable	
Motor > Sistema de combustible > Depósitos de combustible y componentes asociados > Junta de la bomba de inyección	element	fuel-tanks-and-related-components-injection-pump-gasket	Junta de la bomba de inyección	junta de la bomba de inyección					Injection pump gasket	injection pump gasket	
Motor > Sistema de combustible > Depósitos de combustible y componentes asociados > Tapa del tanque de combustible	element	fuel-tanks-and-related-components-fuel-tank-cap	Tapa del tanque de combustible	tapón de combustible|tapa del depósito combustible|tapón de gasolina|tapon deposito gasoil			tankdeckel|tankverschluss|kraftstoff tankdeckel		Fuel tank cap	fuel cap|fuel tank cap|gas cap	
